,zipcode,tot_income,state,population,city,county
5599,33559,402855,FL,17426,LUTZ,Hillsborough
5600,33559,402855,FL,17426,LUTZ,Pasco
5601,33563,458026,FL,26912,PLANT CITY,Hillsborough
5602,33565,393858,FL,17877,PLANT CITY,Hillsborough
5603,33566,533301,FL,20511,PLANT CITY,Hillsborough
5604,33567,224817,FL,12305,PLANT CITY,Hillsborough
5605,33569,710616,FL,25418,RIVERVIEW,Hillsborough
5606,33570,538817,FL,25698,RUSKIN,Hillsborough
5607,33570,538817,FL,25698,RUSKIN,Manatee
5608,33572,897954,FL,16168,APOLLO BEACH,Hillsborough
5609,33573,772324,FL,20836,SUN CITY CENTER,Hillsborough
5610,33576,167825,FL,3974,SAN ANTONIO,Pasco
5611,33578,1205843,FL,46431,RIVERVIEW,Hillsborough
5612,33579,826303,FL,30198,RIVERVIEW,Hillsborough
5613,33584,582384,FL,25104,SEFFNER,Hillsborough
5614,33585,26273,FL,1197,SUMTERVILLE,Sumter
5615,33592,275891,FL,10119,THONOTOSASSA,Hillsborough
5616,33594,898971,FL,35340,VALRICO,Hillsborough
5617,33596,1060397,FL,29386,VALRICO,Hillsborough
5618,33597,129965,FL,9076,WEBSTER,Hernando
5619,33597,129965,FL,9076,WEBSTER,Pasco
5620,33597,129965,FL,9076,WEBSTER,Sumter
5621,33598,442865,FL,14827,WIMAUMA,Hillsborough
5622,33598,442865,FL,14827,WIMAUMA,Manatee
5623,33602,1028145,FL,14151,TAMPA,Hillsborough
5624,33603,421593,FL,19710,TAMPA,Hillsborough
5625,33604,600134,FL,38460,TAMPA,Hillsborough
5626,33605,237888,FL,18319,TAMPA,Hillsborough
5627,33606,1365392,FL,18527,TAMPA,Hillsborough
5628,33607,625831,FL,25103,TAMPA,Hillsborough
5629,33609,1143116,FL,17187,TAMPA,Hillsborough
5630,33610,571340,FL,42342,TAMPA,Hillsborough
5631,33611,1336468,FL,32155,TAMPA,Hillsborough
5632,33612,650058,FL,45980,TAMPA,Hillsborough
5633,33613,862245,FL,33549,TAMPA,Hillsborough
5634,33614,779047,FL,47755,TAMPA,Hillsborough
5635,33615,1014934,FL,46297,TAMPA,Hillsborough
5636,33616,442273,FL,15006,TAMPA,Hillsborough
5637,33617,852104,FL,45466,TAMPA,Hillsborough
5638,33618,1086477,FL,26123,TAMPA,Hillsborough
5639,33619,567801,FL,37034,TAMPA,Hillsborough
5640,33621,44595,FL,2384,TAMPA,Hillsborough
5641,33624,1097842,FL,38513,TAMPA,Hillsborough
5642,33625,697479,FL,26024,TAMPA,Hillsborough
5643,33626,1625068,FL,29178,TAMPA,Hillsborough
5644,33626,1625068,FL,29178,TAMPA,Pinellas
5645,33629,2234855,FL,26022,TAMPA,Hillsborough
5646,33634,499471,FL,20264,TAMPA,Hillsborough
5647,33635,471408,FL,17166,TAMPA,Hillsborough
5648,33637,336260,FL,15608,TAMPA,Hillsborough
5649,33647,2625643,FL,63542,TAMPA,Hillsborough
5650,33701,992050,FL,15170,SAINT PETERSBURG,Pinellas
5651,33702,909532,FL,29829,SAINT PETERSBURG,Pinellas
5652,33703,1120889,FL,24141,SAINT PETERSBURG,Pinellas
5653,33704,1132101,FL,16398,SAINT PETERSBURG,Pinellas
5654,33705,597168,FL,27154,SAINT PETERSBURG,Pinellas
5655,33706,1018270,FL,16220,SAINT PETERSBURG,Pinellas
5656,33707,856728,FL,24833,SAINT PETERSBURG,Pinellas
5657,33708,772619,FL,16194,SAINT PETERSBURG,Pinellas
5658,33709,466036,FL,26883,SAINT PETERSBURG,Pinellas
5659,33710,909449,FL,33977,SAINT PETERSBURG,Pinellas
5660,33711,414020,FL,19639,SAINT PETERSBURG,Pinellas
5661,33712,459315,FL,25769,SAINT PETERSBURG,Pinellas
5662,33713,655194,FL,31805,SAINT PETERSBURG,Pinellas
5663,33714,276663,FL,19499,SAINT PETERSBURG,Pinellas
5664,33715,847588,FL,7108,SAINT PETERSBURG,Pinellas
5665,33716,479887,FL,17090,SAINT PETERSBURG,Pinellas
5666,33744,4448,FL,173,BAY PINES,Pinellas
5667,33755,514030,FL,24860,CLEARWATER,Pinellas
5668,33756,958081,FL,31910,CLEARWATER,Pinellas
5669,33759,537701,FL,17840,CLEARWATER,Pinellas
5670,33760,366743,FL,17401,CLEARWATER,Pinellas
5671,33761,597750,FL,19579,CLEARWATER,Pinellas
5672,33762,316559,FL,7210,CLEARWATER,Pinellas
5673,33763,451446,FL,18096,CLEARWATER,Pinellas
5674,33764,751817,FL,25754,CLEARWATER,Pinellas
5675,33765,333698,FL,14338,CLEARWATER,Pinellas
5676,33767,778932,FL,8065,CLEARWATER BEACH,Pinellas
5677,33770,664164,FL,25687,LARGO,Pinellas
5678,33771,526443,FL,28475,LARGO,Pinellas
5679,33772,696531,FL,22242,SEMINOLE,Pinellas
5680,33773,425825,FL,17366,LARGO,Pinellas
5681,33774,493726,FL,18751,LARGO,Pinellas
5682,33776,465948,FL,12746,SEMINOLE,Pinellas
5683,33777,607466,FL,16380,SEMINOLE,Pinellas
5684,33778,342769,FL,14377,LARGO,Pinellas
5685,33781,475063,FL,25180,PINELLAS PARK,Pinellas
5686,33782,518364,FL,22918,PINELLAS PARK,Pinellas
5687,33785,368583,FL,5711,INDIAN ROCKS BEACH,Pinellas
5688,33786,199922,FL,1671,BELLEAIR BEACH,Pinellas
5689,33801,426466,FL,35695,LAKELAND,Polk
5690,33803,880884,FL,28901,LAKELAND,Polk
5691,33805,345423,FL,24087,LAKELAND,Polk
5692,33809,646322,FL,28687,LAKELAND,Pasco
5693,33809,646322,FL,28687,LAKELAND,Polk
5694,33810,1028805,FL,48891,LAKELAND,Hillsborough
5695,33810,1028805,FL,48891,LAKELAND,Polk
5696,33811,609294,FL,21216,LAKELAND,Polk
5697,33812,372993,FL,12824,LAKELAND,Polk
5698,33813,1277256,FL,35630,LAKELAND,Polk
5699,33815,161159,FL,14274,LAKELAND,Polk
5700,33823,654814,FL,30488,AUBURNDALE,Polk
5701,33825,338918,FL,26187,AVON PARK,Highlands
5702,33825,338918,FL,26187,AVON PARK,Polk
5703,33827,69253,FL,2993,BABSON PARK,Polk
5704,33830,515230,FL,27385,BARTOW,Polk
5705,33834,72651,FL,7981,BOWLING GREEN,Hardee
5706,33834,72651,FL,7981,BOWLING GREEN,Manatee
5707,33834,72651,FL,7981,BOWLING GREEN,Polk
5708,33837,609626,FL,23717,DAVENPORT,Polk
5709,33838,71593,FL,3822,DUNDEE,Polk
5710,33839,79290,FL,2787,EAGLE LAKE,Polk
5711,33841,135623,FL,9005,FORT MEADE,Hardee
5712,33841,135623,FL,9005,FORT MEADE,Polk
5713,33843,146897,FL,12967,FROSTPROOF,Polk
5714,33844,592332,FL,34703,HAINES CITY,Polk
5715,33847,7271,FL,156,HOMELAND,Polk
5716,33848,15194,FL,1067,INTERCESSION CITY,Osceola
5717,33849,34017,FL,909,KATHLEEN,Pasco
5718,33849,34017,FL,909,KATHLEEN,Polk
5719,33850,141899,FL,8033,LAKE ALFRED,Polk
5720,33851,22000,FL,974,LAKE HAMILTON,Polk
5721,33852,374938,FL,20182,LAKE PLACID,Highlands
5722,33853,163021,FL,12063,LAKE WALES,Polk
5723,33854,2673,FL,77,LAKESHORE,Polk
5724,33855,17927,FL,15,INDIAN LAKE ESTATES,Polk
5725,33856,11715,FL,449,NALCREST,Polk
5726,33857,23024,FL,1597,LORIDA,Highlands
5727,33859,259736,FL,10200,LAKE WALES,Polk
5728,33860,445255,FL,23132,MULBERRY,Hillsborough
5729,33860,445255,FL,23132,MULBERRY,Polk
5730,33865,15690,FL,426,ONA,DeSoto
5731,33865,15690,FL,426,ONA,Hardee
5732,33865,15690,FL,426,ONA,Manatee
5733,33868,215517,FL,11490,POLK CITY,Polk
5734,33870,321021,FL,21036,SEBRING,Highlands
5735,33872,278610,FL,16134,SEBRING,Highlands
5736,33873,219124,FL,13841,WAUCHULA,Hardee
5737,33875,230093,FL,10245,SEBRING,Highlands
5738,33876,87900,FL,4510,SEBRING,Highlands
5739,33877,8603,FL,504,WAVERLY,Polk
5740,33880,649696,FL,37192,WINTER HAVEN,Polk
5741,33881,576492,FL,31396,WINTER HAVEN,Polk
5742,33884,952159,FL,29577,WINTER HAVEN,Polk
5743,33890,78522,FL,5180,ZOLFO SPRINGS,Hardee
5744,33896,305453,FL,9137,DAVENPORT,Osceola
5745,33896,305453,FL,9137,DAVENPORT,Polk
5746,33897,384751,FL,17854,DAVENPORT,Polk
5747,33898,290572,FL,16368,LAKE WALES,Polk
5748,33901,537231,FL,20108,FORT MYERS,Lee
5749,33903,518047,FL,21738,NORTH FORT MYERS,Lee
5750,33904,961322,FL,32494,CAPE CORAL,Lee
5751,33905,723175,FL,35997,FORT MYERS,Lee
5752,33907,539391,FL,22991,FORT MYERS,Lee
5753,33908,2162683,FL,35728,FORT MYERS,Lee
5754,33909,576205,FL,26748,CAPE CORAL,Lee
5755,33912,978047,FL,16555,FORT MYERS,Lee
5756,33913,1204382,FL,19673,FORT MYERS,Lee
5757,33914,1412040,FL,36854,CAPE CORAL,Lee
5758,33916,349906,FL,22130,FORT MYERS,Lee
5759,33917,633196,FL,29254,NORTH FORT MYERS,Charlotte
5760,33917,633196,FL,29254,NORTH FORT MYERS,Lee
