,state,county,employed
2745, TX,Throckmorton County,635
2746, TX,Titus County,12113
2747, TX,Tom Green County,53698
2748, TX,Travis County,727641
2749, TX,Trinity County,4941
2750, TX,Tyler County,6758
2751, TX,Upshur County,16963
2752, TX,Upton County,1580
2753, TX,Uvalde County,10774
2754, TX,Val Verde County,20741
2755, TX,Van Zandt County,25817
2756, TX,Victoria County,41680
2757, TX,Walker County,23266
2758, TX,Waller County,22550
2759, TX,Ward County,7673
2760, TX,Washington County,14556
2761, TX,Webb County,113826
2762, TX,Wharton County,20908
2763, TX,Wheeler County,2312
2764, TX,Wichita County,55078
2765, TX,Wilbarger County,4795
2766, TX,Willacy County,6090
2767, TX,Williamson County,302387
2768, TX,Wilson County,24636
2769, TX,Winkler County,4758
2770, TX,Wise County,30716
2771, TX,Wood County,16740
2772, TX,Yoakum County,3581
2773, TX,Young County,7936
2774, TX,Zapata County,5078
2775, TX,Zavala County,2998
2776, UT,Beaver County,2657
2777, UT,Box Elder County,25711
2778, UT,Cache County,65051
2779, UT,Carbon County,8272
2780, UT,Daggett County,333
2781, UT,Davis County,174591
2782, UT,Duchesne County,7569
2783, UT,Emery County,4126
2784, UT,Garfield County,2113
2785, UT,Grand County,5288
2786, UT,Iron County,24273
2787, UT,Juab County,5728
2788, UT,Kane County,3466
2789, UT,Millard County,5684
2790, UT,Morgan County,5561
2791, UT,Piute County,455
2792, UT,Rich County,941
2793, UT,Salt Lake County,630110
2794, UT,San Juan County,5167
2795, UT,Sanpete County,12061
2796, UT,Sevier County,9406
2797, UT,Summit County,26518
2798, UT,Tooele County,32968
2799, UT,Uintah County,13378
2800, UT,Utah County,308529
2801, UT,Wasatch County,16461
2802, UT,Washington County,75623
2803, UT,Wayne County,1205
2804, UT,Weber County,126667
2805, VT,Addison County,19811
2806, VT,Bennington County,17321
2807, VT,Caledonia County,13841
2808, VT,Chittenden County,93909
2809, VT,Essex County,2558
2810, VT,Franklin County,26443
2811, VT,Grand Isle County,3892
2812, VT,Lamoille County,13451
2813, VT,Orange County,15400
2814, VT,Orleans County,12762
2815, VT,Rutland County,29627
2816, VT,Washington County,33583
2817, VT,Windham County,21409
2818, VT,Windsor County,28229
2819, VA,Accomack County,16480
2820, VA,Albemarle County,56052
2821, VA,Alleghany County,6737
2822, VA,Amelia County,6328
2823, VA,Amherst County,14894
2824, VA,Appomattox County,7032
2825, VA,Arlington County,153729
2826, VA,Augusta County,37560
2827, VA,Bath County,2410
2828, VA,Bedford County,37932
2829, VA,Bland County,2816
2830, VA,Botetourt County,17421
2831, VA,Brunswick County,5736
2832, VA,Buchanan County,6648
2833, VA,Buckingham County,6283
2834, VA,Campbell County,25820
2835, VA,Caroline County,15138
2836, VA,Carroll County,13095
2837, VA,Charles City County,3713
2838, VA,Charlotte County,5302
2839, VA,Chesterfield County,186007
2840, VA,Clarke County,7654
2841, VA,Craig County,2295
2842, VA,Culpeper County,24427
2843, VA,Cumberland County,4604
2844, VA,Dickenson County,4231
2845, VA,Dinwiddie County,13566
2846, VA,Essex County,5349
2847, VA,Fairfax County,636054
2848, VA,Fauquier County,36855
2849, VA,Floyd County,8283
2850, VA,Fluvanna County,13582
2851, VA,Franklin County,26540
2852, VA,Frederick County,47544
2853, VA,Giles County,7883
2854, VA,Gloucester County,19395
2855, VA,Goochland County,11043
2856, VA,Grayson County,7717
2857, VA,Greene County,10305
2858, VA,Greensville County,4350
2859, VA,Halifax County,15170
2860, VA,Hanover County,59130
2861, VA,Henrico County,182266
2862, VA,Henry County,23227
2863, VA,Highland County,1292
2864, VA,Isle of Wight County,19044
2865, VA,James City County,35794
2866, VA,King and Queen County,3984
2867, VA,King George County,13004
2868, VA,King William County,9116
2869, VA,Lancaster County,5157
2870, VA,Lee County,8123
2871, VA,Loudoun County,218461
2872, VA,Louisa County,19402
2873, VA,Lunenburg County,5346
2874, VA,Madison County,7359
2875, VA,Mathews County,4081
2876, VA,Mecklenburg County,12516
2877, VA,Middlesex County,5233
2878, VA,Montgomery County,49949
2879, VA,Nelson County,7451
2880, VA,New Kent County,12222
2881, VA,Northampton County,5185
2882, VA,Northumberland County,5601
2883, VA,Nottoway County,7225
2884, VA,Orange County,17113
2885, VA,Page County,11488
2886, VA,Patrick County,7260
2887, VA,Pittsylvania County,30495
2888, VA,Powhatan County,13987
2889, VA,Prince Edward County,10318
2890, VA,Prince George County,14981
2891, VA,Prince William County,243052
2892, VA,Pulaski County,16045
2893, VA,Rappahannock County,3769
2894, VA,Richmond County,4035
2895, VA,Roanoke County,49260
2896, VA,Rockbridge County,10509
2897, VA,Rockingham County,41967
2898, VA,Russell County,11089
2899, VA,Scott County,9417
2900, VA,Shenandoah County,22066
2901, VA,Smyth County,13588
2902, VA,Southampton County,9111
2903, VA,Spotsylvania County,66273
2904, VA,Stafford County,70304
2905, VA,Surry County,3684
2906, VA,Sussex County,3863
2907, VA,Tazewell County,15395
2908, VA,Warren County,20192
2909, VA,Washington County,27088
2910, VA,Westmoreland County,9165
2911, VA,Wise County,12677
2912, VA,Wythe County,13455
2913, VA,York County,32326
2914, VA,Alexandria city,101495
2915, VA,Bristol city,7387
2916, VA,Buena Vista city,3336
2917, VA,Charlottesville city,26020
2918, VA,Chesapeake city,119837
2919, VA,Colonial Heights city,8817
2920, VA,Covington city,2293
2921, VA,Danville city,19215
2922, VA,Emporia city,2295
2923, VA,Fairfax city,13254
2924, VA,Falls Church city,8536
2925, VA,Franklin city,3509
2926, VA,Fredericksburg city,13652
2927, VA,Galax city,2861
2928, VA,Hampton city,63022
2929, VA,Harrisonburg city,25098
2930, VA,Hopewell city,9593
2931, VA,Lexington city,2001
2932, VA,Lynchburg city,35328
2933, VA,Manassas city,21993
2934, VA,Manassas Park city,9004
2935, VA,Martinsville city,5301
2936, VA,Newport News city,87341
2937, VA,Norfolk city,109594
2938, VA,Norton city,1604
2939, VA,Petersburg city,12796
2940, VA,Poquoson city,6279
2941, VA,Portsmouth city,43138
2942, VA,Radford city,8260
2943, VA,Richmond city,117502
2944, VA,Roanoke city,48930
2945, VA,Salem city,13062
2946, VA,Staunton city,12038
2947, VA,Suffolk city,43472
2948, VA,Virginia Beach city,230327
2949, VA,Waynesboro city,10514
2950, VA,Williamsburg city,6588
2951, VA,Winchester city,14808
2952, WA,Adams County,8269
2953, WA,Asotin County,10354
2954, WA,Benton County,99278
2955, WA,Chelan County,42611
2956, WA,Clallam County,27213
2957, WA,Clark County,237866
2958, WA,Columbia County,1790
2959, WA,Cowlitz County,45854
2960, WA,Douglas County,20259
2961, WA,Ferry County,2367
2962, WA,Franklin County,39387
2963, WA,Garfield County,843
2964, WA,Grant County,41882
2965, WA,Grays Harbor County,28063
2966, WA,Island County,35271
2967, WA,Jefferson County,12326
2968, WA,King County,1270598
2969, WA,Kitsap County,128225
2970, WA,Kittitas County,22670
2971, WA,Klickitat County,9335
2972, WA,Lewis County,33301
2973, WA,Lincoln County,4822
2974, WA,Mason County,24686
2975, WA,Okanogan County,17741
2976, WA,Pacific County,8081
2977, WA,Pend Oreille County,4827
2978, WA,Pierce County,436304
2979, WA,San Juan County,7978
2980, WA,Skagit County,60628
2981, WA,Skamania County,5435
2982, WA,Snohomish County,432715
2983, WA,Spokane County,250513
2984, WA,Stevens County,18344
2985, WA,Thurston County,142094
2986, WA,Wahkiakum County,1330
2987, WA,Walla Walla County,29075
2988, WA,Whatcom County,113737
2989, WA,Whitman County,23749
2990, WA,Yakima County,117996
2991, WV,Barbour County,6650
2992, WV,Berkeley County,57259
2993, WV,Boone County,7053
2994, WV,Braxton County,4693
2995, WV,Brooke County,9301
2996, WV,Cabell County,40160
2997, WV,Calhoun County,2160
2998, WV,Clay County,2865
2999, WV,Doddridge County,3974
3000, WV,Fayette County,15048
3001, WV,Gilmer County,2316
3002, WV,Grant County,5445
3003, WV,Greenbrier County,14806
3004, WV,Hampshire County,10405
3005, WV,Hancock County,12217
3006, WV,Hardy County,5466
3007, WV,Harrison County,34232
3008, WV,Jackson County,18053
3009, WV,Jefferson County,29327
3010, WV,Kanawha County,78649
3011, WV,Lewis County,6161
3012, WV,Lincoln County,6752
3013, WV,Logan County,9934
3014, WV,McDowell County,4060
3015, WV,Marion County,24054
3016, WV,Marshall County,14007
3017, WV,Mason County,9253
3018, WV,Mercer County,19672
3019, WV,Mineral County,11838
3020, WV,Mingo County,6467
3021, WV,Monongalia County,52113
3022, WV,Monroe County,5527
3023, WV,Morgan County,7892
3024, WV,Nicholas County,8962
3025, WV,Ohio County,21259
3026, WV,Pendleton County,3405
3027, WV,Pleasants County,2646
3028, WV,Pocahontas County,3742
3029, WV,Preston County,14715
3030, WV,Putnam County,25370
3031, WV,Raleigh County,28483
3032, WV,Randolph County,11477
3033, WV,Ritchie County,4101
3034, WV,Roane County,4528
3035, WV,Summers County,3897
3036, WV,Taylor County,7629
3037, WV,Tucker County,3139
3038, WV,Tyler County,2866
3039, WV,Upshur County,8905
3040, WV,Wayne County,14890
3041, WV,Webster County,3020
3042, WV,Wetzel County,6279
3043, WV,Wirt County,2060
3044, WV,Wood County,34744
3045, WV,Wyoming County,6211
3046, WI,Adams County,7484
3047, WI,Ashland County,7334
3048, WI,Barron County,23234
3049, WI,Bayfield County,7045
3050, WI,Brown County,138966
3051, WI,Buffalo County,6205
3052, WI,Burnett County,6650
3053, WI,Calumet County,26554
3054, WI,Chippewa County,32013
3055, WI,Clark County,17392
3056, WI,Columbia County,30728
3057, WI,Crawford County,7382
3058, WI,Dane County,311548
3059, WI,Dodge County,45981
3060, WI,Door County,13541
3061, WI,Douglas County,21742
3062, WI,Dunn County,23745
3063, WI,Eau Claire County,56894
3064, WI,Florence County,2114
3065, WI,Fond du Lac County,54990
3066, WI,Forest County,3754
3067, WI,Grant County,27645
3068, WI,Green County,20596
3069, WI,Green Lake County,8876
3070, WI,Iowa County,13480
3071, WI,Iron County,2364
3072, WI,Jackson County,9799
3073, WI,Jefferson County,44175
3074, WI,Juneau County,12799
3075, WI,Kenosha County,85607
3076, WI,Kewaunee County,10970
3077, WI,La Crosse County,65436
3078, WI,Lafayette County,9970
3079, WI,Langlade County,8900
3080, WI,Lincoln County,14424
3081, WI,Manitowoc County,39121
3082, WI,Marathon County,71858
3083, WI,Marinette County,18473
3084, WI,Marquette County,7349
3085, WI,Menominee County,1490
3086, WI,Milwaukee County,450408
3087, WI,Monroe County,22547
3088, WI,Oconto County,20092
3089, WI,Oneida County,16622
3090, WI,Outagamie County,98264
3091, WI,Ozaukee County,47443
3092, WI,Pepin County,3904
3093, WI,Pierce County,23870
3094, WI,Polk County,23281
3095, WI,Portage County,37511
3096, WI,Price County,6212
3097, WI,Racine County,93787
3098, WI,Richland County,9021
3099, WI,Rock County,81878
3100, WI,Rusk County,6317
3101, WI,St. Croix County,47598
3102, WI,Sauk County,33786
3103, WI,Sawyer County,7351
3104, WI,Shawano County,20545
3105, WI,Sheboygan County,60126
3106, WI,Taylor County,10582
3107, WI,Trempealeau County,15254
3108, WI,Vernon County,14930
3109, WI,Vilas County,9242
3110, WI,Walworth County,55903
3111, WI,Washburn County,7376
3112, WI,Washington County,74773
3113, WI,Waukesha County,217131
3114, WI,Waupaca County,24484
3115, WI,Waushara County,11098
3116, WI,Winnebago County,88750
3117, WI,Wood County,33798
3118, WY,Albany County,19882
3119, WY,Big Horn County,5062
3120, WY,Campbell County,22816
3121, WY,Carbon County,7644
3122, WY,Converse County,8396
3123, WY,Crook County,3566
3124, WY,Fremont County,17955
3125, WY,Goshen County,6483
3126, WY,Hot Springs County,2076
3127, WY,Johnson County,4011
3128, WY,Laramie County,46360
3129, WY,Lincoln County,8513
3130, WY,Natrona County,37620
3131, WY,Niobrara County,1204
3132, WY,Park County,14238
3133, WY,Platte County,4431
3134, WY,Sheridan County,15148
3135, WY,Sublette County,3935
3136, WY,Sweetwater County,20844
3137, WY,Teton County,14591
3138, WY,Uinta County,8880
3139, WY,Washakie County,3901
3140, WY,Weston County,3711
3141, PR,Adjuntas Municipio,3370
3142, PR,Aguada Municipio,10086
3143, PR,Aguadilla Municipio,12433
3144, PR,Aguas Buenas Municipio,5591
3145, PR,Aibonito Municipio,5506
3146, PR,Anasco Municipio,7599
3147, PR,Arecibo Municipio,20764
3148, PR,Arroyo Municipio,3815
3149, PR,Barceloneta Municipio,4908
3150, PR,Barranquitas Municipio,6379
3151, PR,Bayamon Municipio,58062
3152, PR,Cabo Rojo Municipio,12123
3153, PR,Caguas Municipio,41794
3154, PR,Camuy Municipio,8269
3155, PR,Canovanas Municipio,13970
3156, PR,Carolina Municipio,54513
3157, PR,Catano Municipio,6863
3158, PR,Cayey Municipio,14036
3159, PR,Ceiba Municipio,3166
3160, PR,Ciales Municipio,3133
3161, PR,Cidra Municipio,13543
3162, PR,Coamo Municipio,8299
3163, PR,Comerio Municipio,4205
3164, PR,Corozal Municipio,7690
3165, PR,Culebra Municipio,825
3166, PR,Dorado Municipio,11605
3167, PR,Fajardo Municipio,9327
3168, PR,Florida Municipio,2780
3169, PR,Guanica Municipio,3324
3170, PR,Guayama Municipio,9243
3171, PR,Guayanilla Municipio,3989
3172, PR,Guaynabo Municipio,33839
3173, PR,Gurabo Municipio,15691
3174, PR,Hatillo Municipio,11314
3175, PR,Hormigueros Municipio,4772
3176, PR,Humacao Municipio,14590
3177, PR,Isabela Municipio,10783
3178, PR,Jayuya Municipio,3530
3179, PR,Juana Diaz Municipio,12673
3180, PR,Juncos Municipio,10520
3181, PR,Lajas Municipio,4524
3182, PR,Lares Municipio,5904
3183, PR,Las Marias Municipio,2231
3184, PR,Las Piedras Municipio,9590
3185, PR,Loiza Municipio,7363
3186, PR,Luquillo Municipio,5263
3187, PR,Manati Municipio,10106
3188, PR,Maricao Municipio,1618
3189, PR,Maunabo Municipio,2356
3190, PR,Mayaguez Municipio,19190
3191, PR,Moca Municipio,8858
3192, PR,Morovis Municipio,6771
3193, PR,Naguabo Municipio,6931
3194, PR,Naranjito Municipio,6074
3195, PR,Orocovis Municipio,4210
3196, PR,Patillas Municipio,3463
3197, PR,Penuelas Municipio,4794
3198, PR,Ponce Municipio,39074
3199, PR,Quebradillas Municipio,5096
3200, PR,Rincon Municipio,3842
3201, PR,Rio Grande Municipio,14805
3202, PR,Sabana Grande Municipio,5291
3203, PR,Salinas Municipio,5635
3204, PR,San German Municipio,8510
3205, PR,San Juan Municipio,119860
3206, PR,San Lorenzo Municipio,10029
3207, PR,San Sebastian Municipio,8644
3208, PR,Santa Isabel Municipio,7434
3209, PR,Toa Alta Municipio,23700
3210, PR,Toa Baja Municipio,25923
3211, PR,Trujillo Alto Municipio,24246
3212, PR,Utuado Municipio,5628
3213, PR,Vega Alta Municipio,8444
3214, PR,Vega Baja Municipio,11289
3215, PR,Vieques Municipio,2271
3216, PR,Villalba Municipio,5968
3217, PR,Yabucoa Municipio,7251
3218, PR,Yauco Municipio,8053
